show_id,type,title,director,country,release_year,rating
s786,Movie,Beasts of No Nation,Cary Joji Fukunaga,United States,2015,TV-MA
s787,TV Show,Beat Bugs,,"Australia, Canada",2018,TV-Y
s788,Movie,Beat Bugs: All Together Now,Josh Wakely,"Australia, Canada",2017,TV-Y
s789,TV Show,Beating Again,,South Korea,2015,TV-14
s790,Movie,Beats,Chris Robinson,United States,2019,TV-MA
s791,Movie,Beauties of the Night,María Jose Cuevas,Mexico,2016,TV-MA
s792,TV Show,Beauty & the Beast,,Canada,2016,TV-14
s793,Movie,Beauty and the Bestie,Wenn V. Deramas,Philippines,2015,TV-14
s794,TV Show,Beauty and the Bitches,,,2016,TV-MA
s795,Movie,Beavis and Butt-head Do America,Mike Judge,United States,1996,PG-13
s796,Movie,Bebe's Kids,Bruce W. Smith,United States,1992,PG-13
s797,Movie,Because of Soccer,"Agasyah Karim, Khalid Kashogi",Indonesia,2008,TV-14
s798,TV Show,Because This Is My First Life,,South Korea,2017,TV-14
s799,Movie,Because We're Heading Out,Khaled El Halafawy,Egypt,2016,TV-14
s800,Movie,Becoming,Nadia Hallgren,United States,2020,PG
s801,TV Show,Becoming Champions,,Mexico,2018,TV-G
s802,Movie,Becoming Jane,Julian Jarrold,"United Kingdom, Ireland",2007,PG-13
s803,Movie,Bedtime Stories,Adam Shankman,United States,2008,PG
s804,Movie,Bee Movie,"Steve Hickner, Simon J. Smith","United States, Australia",2007,PG
s805,Movie,Been So Long,Tinge Krishnan,,2018,TV-MA
s806,TV Show,Before 30,BB Sasore,Nigeria,2015,TV-MA
s807,Movie,Before I Fall,Ry Russo-Young,United States,2017,PG-13
s808,Movie,Before I Wake,Mike Flanagan,United States,2016,PG-13
s809,Movie,Before the Flood,Fisher Stevens,United States,2016,PG
s810,Movie,Before the Summer Crowds,Mohamed Khan,Egypt,2016,TV-14
s811,Movie,"Behind ""The Cove"": The Quiet Japanese Speak Out",Keiko Yagi,"Japan, United States",2015,TV-14
s812,TV Show,Behind Enemy Lines,,United States,2001,TV-14
s813,Movie,Behind the Curtain: Todrick Hall,Katherine Fairfax Wright,United States,2017,TV-MA
s814,Movie,Behind the Curve,Daniel J. Clark,United States,2018,TV-14
s815,TV Show,Behind the Newsroom,,,2015,TV-MA
s816,TV Show,Behzat Ç.,,Turkey,2010,TV-MA
s817,Movie,Beiimaan Love,Rajeev Chaudhari,India,2016,TV-MA
s818,Movie,Being AP,Anthony Wonke,United Kingdom,2015,TV-14
s819,Movie,Being Elmo: A Puppeteer's Journey,Constance Marks,United States,2011,PG
s820,TV Show,Being Mary Jane: The Series,,United States,2016,TV-14
s821,Movie,Being Mrs Elliot,Omoni Oboli,Nigeria,2014,TV-14
s822,Movie,Being Napoleon,"Jesse Handsher, Olivier Roland",United States,2018,TV-MA
s823,Movie,Beirut Oh Beirut,Maroun Baghdadi,Lebanon,1975,TV-14
s824,Movie,Belgica,"Felix Van Groeningen, Felix van Groeningen","Belgium, France",2016,TV-MA
s825,Movie,Belief: The Possession of Janet Moses,David Stubbs,New Zealand,2015,TV-MA
s826,TV Show,Bella and the Bulldogs,,United States,2015,TV-G
s827,Movie,Belmonte,Federico Veiroj,"Uruguay, Spain, Mexico",2018,TV-MA
s828,Movie,Below Her Mouth,April Mullen,Canada,2016,TV-MA
s829,TV Show,Ben & Holly's Little Kingdom,,United Kingdom,2009,TV-Y
s830,TV Show,Ben 10,,United States,2016,TV-Y7
s831,Movie,Ben Platt Live from Radio City Music Hall,"Alex Timbers, Sam Wrench",United States,2020,TV-PG
s832,Movie,Benchwarmers 2: Breaking Balls,Jon Rosenbaum,United States,2019,PG-13
s833,Movie,Bending the Arc,"Kief Davidson, Pedro Kos",United States,2017,TV-MA
s834,Movie,Beneath the Leaves,Adam Marino,United States,2019,TV-MA
s835,Movie,Benji,Brandon Camp,"United Arab Emirates, United States",2018,TV-PG
s836,Movie,Benji: Off the Leash,Joe Camp,United States,2004,PG
s837,Movie,Benji's Very Own Christmas Story,Joe Camp,United States,1978,TV-G
s838,Movie,Bennett's War,Alex Ranarivelo,United States,2019,PG-13
s839,Movie,Berlin Calling,Hannes Stöhr,Germany,2008,TV-MA
s840,Movie,Berlin Kaplani,Hakan Algül,Turkey,2012,TV-14
s841,Movie,Berlin Syndrome,Cate Shortland,Australia,2017,R
s842,Movie,"Berlin, Berlin: Lolle on the Run",Franziska Meyer Price,Germany,2020,TV-MA
s843,Movie,"Berlin, I Love You",,Germany,2019,R
s844,Movie,Berserk: The Golden Age Arc I - The Egg of the King,Toshiyuki Kubooka,Japan,2012,TV-MA
s845,Movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,Japan,2012,TV-MA
s846,Movie,Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,Japan,2013,TV-MA
s847,Movie,Bert Kreischer: Hey Big Boy,Jeff Tomsic,United States,2020,TV-MA
s848,Movie,Bert Kreischer: Secret Time,Todd Biermann,,2018,TV-MA
s849,Movie,Bert Kreischer: The Machine,Ryan Polito,United States,2016,TV-MA
s850,TV Show,Best Leftovers Ever!,,United States,2020,TV-G
s851,TV Show,Best Lover,,"South Korea, China",2016,TV-14
s852,Movie,Best Neighbors,Tamer Bassiouni,,2014,TV-14
s853,Movie,Best of Stand-Up 2020,,,2020,TV-MA
s854,Movie,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Amy Segal,Canada,2020,TV-MA
s855,Movie,Best Worst Thing That Ever Could Have Happened,Lonny Price,United States,2016,TV-MA
s856,TV Show,Best.Worst.Weekend.Ever.,,United States,2018,TV-PG
s857,TV Show,Betaal,,India,2020,TV-MA
s858,Movie,Bethany Hamilton: Unstoppable,Aaron Lieber,United States,2019,PG
s859,TV Show,Better Call Saul,,United States,2018,TV-MA
s860,TV Show,Better Than Us,,Russia,2019,TV-MA
s861,Movie,Betting on Zero,Ted Braun,United States,2017,TV-PG
s862,Movie,Betty White: First Lady of Television,Steve Boettcher,United States,2018,TV-14
s863,TV Show,Between,,Canada,2016,TV-14
s864,Movie,Between Maybes,Jason Paul Laxamana,Philippines,2019,TV-14
s865,Movie,Between Two Ferns: The Movie,Scott Aukerman,United States,2019,TV-MA
s866,Movie,Between Worlds,Maria Pulera,Spain,2018,R
s867,Movie,Bewafaa,Dharmesh Darshan,India,2005,TV-PG
s868,Movie,Bewildered Bolbol,Khaled Marei,Egypt,2010,TV-14
s869,TV Show,Beyblade Burst,,Japan,2016,TV-Y7
s870,TV Show,Beyblade Burst Evolution,,,2017,TV-Y
s871,TV Show,Beyblade Burst Rise,,Japan,2019,TV-Y7
s872,TV Show,Beyblade Burst Turbo,,,2018,TV-Y7
s873,TV Show,Beyblade: Metal Fusion,,Japan,2009,TV-Y7
s874,Movie,Beynelmilel,"Muharrem Gülmez, Sırrı Süreyya Önder",Turkey,2006,TV-MA
s875,Movie,Beyond All Boundaries,Sushrut Jain,"United States, India",2013,TV-14
s876,Movie,Beyond Skyline,Liam O'Donnell,"United States, Canada, Indonesia, United Kingdom, China, Singapore",2017,R
s877,TV Show,Beyond Stranger Things,,United States,2017,TV-14
s878,Movie,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Anna Stone,,2020,TV-G
s879,Movie,Beyond the Clouds,Majid Majidi,"India, Iran",2018,TV-14
s880,TV Show,Bh Se Bhade,,India,2013,TV-PG
s881,TV Show,Bhaag Beanie Bhaag,,India,2020,TV-MA
s882,TV Show,Bhaage Re Mann,,India,2015,TV-14
s883,Movie,Bhagam Bhag,Priyadarshan,India,2006,TV-14
s884,Movie,Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,India,2019,TV-14
s885,Movie,Bhai: Vyakti Ki Valli - Uttarardh,Mahesh Manjrekar,India,2019,TV-PG
s886,Movie,Bhaji In Problem,Smeep Kang,India,2013,TV-14
s887,Movie,Bhangra Paa Le,Sneha Taurani,India,2019,TV-14
s888,Movie,Bhasmasur,Nishil Sheth,India,2017,TV-14
s889,Movie,Bhavesh Joshi Superhero,Vikramaditya Motwane,India,2018,TV-14
s890,Movie,Bheemayan,Rajiv Chilaka,,2018,TV-Y
s891,Movie,Bheeshma,Venky Kudumula,India,2020,TV-14
s892,Movie,Bhool Bhulaiyaa,Priyadarshan,India,2007,TV-14
s893,Movie,Bhoot,Ram Gopal Varma,India,2003,TV-MA
s894,Movie,Bhouri,Jasbir Bijendra Bhati,India,2017,TV-14
s895,Movie,Bibi & Tina,Detlev Buck,Germany,2014,TV-PG
s896,Movie,Bibi & Tina II,Detlev Buck,Germany,2014,TV-14
s897,Movie,Bibi & Tina: Girls Versus Boys,Detlev Buck,Germany,2016,TV-14
s898,Movie,Bibi & Tina: Tohuwabohu Total,Detlev Buck,Germany,2017,TV-14
s899,TV Show,Bibik-Bibikku,,,2016,TV-PG
s900,TV Show,Big Bad Beetleborgs,,"United States, France, Japan",1997,TV-G
s901,Movie,Big Bear,Joey Kern,United States,2017,TV-MA
s902,Movie,Big Daddy,Dennis Dugan,United States,1999,PG-13
s903,TV Show,"Big Dreams, Small Spaces",,United Kingdom,2017,TV-G
s904,Movie,Big Fat Liar,Shawn Levy,"United States, Germany",2002,PG
s905,Movie,Big Kill,Scott Martin,United States,2018,R
s906,Movie,Big Miracle,Ken Kwapis,"United States, United Kingdom",2012,PG
s907,TV Show,Big Mouth,,United States,2020,TV-MA
s908,Movie,Big Stone Gap,Adriana Trigiani,United States,2014,PG-13
s909,Movie,Big Time,Kaspar Astrup Schröder,Denmark,2017,TV-MA
s910,Movie,Big Time Movie,Savage Steve Holland,"United States, Canada",2012,TV-PG
s911,Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",France,2020,TV-MA
s912,Movie,Bigger Fatter Liar,Ron Oliver,United States,2017,PG
s913,Movie,Biggie & Tupac,Nick Broomfield,United Kingdom,2002,R
s914,Movie,"Bikram: Yogi, Guru, Predator",Eva Orner,United States,2019,TV-MA
s915,Movie,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,United States,2014,TV-MA
s916,Movie,Bill Burr: Let It Go,Shannon Hartman,United States,2010,NR
s917,Movie,Bill Burr: Paper Tiger,Mike Binder,"United States, United Kingdom",2019,TV-MA
s918,Movie,Bill Burr: Walk Your Way Out,Jay Karas,United States,2017,TV-MA
s919,Movie,Bill Burr: You People Are All the Same,Jay Karas,United States,2012,TV-MA
s920,Movie,Bill Hicks: One Night Stand,John Fortenberry,United Kingdom,1991,TV-MA
s921,Movie,Bill Hicks: Reflections,,,2015,TV-MA
s922,Movie,Bill Hicks: Relentless,Chris Bould,United Kingdom,1992,TV-MA
s923,Movie,Bill Hicks: Revelations,Chris Bould,United Kingdom,1993,TV-MA
s924,Movie,Bill Hicks: Sane Man,"Kevin Booth, David Johndrow",United States,1989,TV-MA
s925,TV Show,Bill Nye Saves the World,,United States,2018,TV-14
s926,Movie,Bill Nye: Science Guy,"Jason Sussberg, David Alvarado",United States,2017,TV-PG
s927,Movie,Billu,Priyadarshan,India,2009,TV-PG
s928,Movie,Billy Elliot,Stephen Daldry,"United Kingdom, France",2000,R
s929,Movie,Billy Graham: An Extraordinary Journey,"Vonda Harrell, Daniel Camenisch",United States,2018,TV-PG
s930,TV Show,Billy on the Street,,United States,2016,TV-14
s931,Movie,Bilu Rakkhosh,Indrasis Acharya,India,2017,TV-MA
s932,TV Show,Biohackers,,Germany,2020,TV-MA
s933,Movie,Bioscope,"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav",India,2015,TV-14
s934,Movie,Bir Baba Hindu,Sermiyan Midyat,"Turkey, India",2016,TV-MA
s935,Movie,Bird Box,Susanne Bier,United States,2018,R
s936,Movie,Birders,Otilia Portillo Padua,"United States, Mexico",2019,TV-G
s937,Movie,Birdshot,Mikhail Red,"Philippines, Qatar",2016,TV-MA
s938,Movie,Birthmarked,Emanuel Hoss-Desmarais,Canada,2018,TV-MA
s939,Movie,Bitch,Marianna Palka,United States,2017,R
s940,Movie,Bitcoin Heist,Ham Tran,Vietnam,2016,TV-14
s941,TV Show,Bitten,,Canada,2016,TV-MA
s942,TV Show,Bitter Daisies,Miguel Conde,Spain,2018,TV-MA
s943,Movie,Bittersweet,Khaled Marei,Egypt,2010,TV-MA
s944,Movie,Bittoo Boss,Supavitra Babul,India,2012,TV-14
s945,Movie,Black,Raja Chanda,India,2015,TV-14
s946,Movie,Black '47,Lance Daly,"Ireland, Luxembourg, Belgium",2018,R
s947,Movie,Black & Privileged: Volume 1,Mark Harris,United States,2019,TV-MA
s948,TV Show,Black Butler,,Japan,2010,TV-MA
s949,TV Show,Black Crows,,"Saudi Arabia, Syria, Egypt, Lebanon, Kuwait",2017,TV-14
s950,TV Show,Black Earth Rising,,United Kingdom,2018,TV-MA
s951,Movie,Black Friday,Anurag Kashyap,India,2004,TV-MA
s952,Movie,Black Hawk Down,Ridley Scott,"United States, United Kingdom",2001,R
s953,TV Show,Black Heart,,Turkey,2014,TV-14
s954,TV Show,Black Ink Crew New York,,United States,2014,TV-14
s955,TV Show,Black Lightning,,United States,2019,TV-14
s956,Movie,Black Man White Skin,Jose Manuel Colón,Spain,2015,TV-PG
s957,TV Show,Black Mirror,,United Kingdom,2019,TV-MA
s958,Movie,Black Mirror: Bandersnatch,,United States,2018,TV-MA
s959,TV Show,Black Money Love,Ahmet Katıksız,Turkey,2014,TV-MA
s960,Movie,Black Panther,Ryan Coogler,United States,2018,PG-13
s961,Movie,Black Rose,Alexander Nevsky,"Russia, United States",2014,TV-MA
s962,Movie,Black Sea,Kevin MacDonald,"United Kingdom, Russia, United States",2015,R
s963,Movie,Black Site Delta,Jesse Gustafson,United States,2017,TV-MA
s964,Movie,Black Snake Moan,Craig Brewer,United States,2007,R
s965,Movie,Black Snow,Martin Hodara,"Argentina, Spain",2017,TV-MA
s966,TV Show,Black Spot,,"France, Belgium",2019,TV-MA
s967,TV Show,Black Summer,,"Canada, United States",2019,TV-MA
s968,Movie,Blackfish,Gabriela Cowperthwaite,United States,2013,PG-13
s969,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,United States,2020,TV-14
s970,Movie,Blackway,Daniel Alfredson,United States,2015,PG-13
s971,Movie,BLAME!,Hiroyuki Seshita,Japan,2017,TV-14
s972,Movie,Blaze,Ethan Hawke,United States,2018,R
s973,TV Show,Blazing Transfer Students,,Japan,2017,TV-MA
s974,TV Show,Bleach,,Japan,2006,TV-14
s975,Movie,Bleach The Movie: Fade to Black,Noriyuki Abe,Japan,2008,TV-PG
s976,Movie,Bleach the Movie: Hell Verse,Noriyuki Abe,Japan,2010,TV-14
s977,Movie,Bleed for This,Ben Younger,United States,2016,R
s978,Movie,Blessed Benefit,Mahmoud al Massad,"Germany, Jordan, Netherlands",2016,TV-14
s979,Movie,Blind Date,Clovis Cornillac,France,2015,TV-14
s980,Movie,Blind Detective,Johnnie To,"Hong Kong, China",2013,TV-MA
s981,TV Show,Bling Empire,,,2021,TV-MA
s982,Movie,Blinky Bill: The Movie,Deane Taylor,"Australia, United States",2015,PG
s983,Movie,Blitz Patrollie,Andrew Wessels,South Africa,2013,TV-MA
s984,Movie,Blockbuster,July Hygreck,France,2017,TV-MA
s985,TV Show,Blood & Treasures,,Thailand,2016,TV-14
s986,TV Show,Blood & Water,,South Africa,2020,TV-MA
s987,Movie,Blood Father,Jean-François Richet,France,2016,R
s988,Movie,Blood Money,Vishal Mahadkar,India,2012,TV-14
s989,TV Show,Blood of Zeus,,United States,2020,TV-MA
s990,TV Show,Blood Pact,,Brazil,2018,TV-MA
s991,Movie,Blood Will Tell,"Miguel Cohan, Miguel Cohan","Argentina, United States",2019,TV-MA
s992,TV Show,Bloodline,,United States,2017,TV-MA
s993,TV Show,Bloodride,,Norway,2020,TV-MA
s994,Movie,Blow,Ted Demme,United States,2001,R
s995,TV Show,Blown Away,,Canada,2019,TV-14
s996,TV Show,Blue Exorcist,,Japan,2017,TV-MA
s997,Movie,Blue Is the Warmest Color,Abdellatif Kechiche,"France, Belgium, Spain",2013,NC-17
s998,Movie,Blue Jasmine,Woody Allen,United States,2013,PG-13
s999,Movie,Blue Jay,Alex Lehmann,United States,2016,TV-MA
s1000,Movie,Blue Mountain State: The Rise of Thadland,Lev L. Spiro,United States,2016,R
s1001,TV Show,Blue Planet II,,United Kingdom,2017,TV-G
s1002,Movie,Blue Ruin,Jeremy Saulnier,"United States, France",2013,R
s1003,Movie,Blue Streak,Les Mayfield,"Germany, United States",1999,PG-13
s1004,Movie,Blue Valentine,Derek Cianfrance,United States,2010,R
s1005,Movie,BluffMaster!,Rohan Sippy,India,2005,TV-14
s1006,Movie,Blurred Lines: Inside the Art World,Barry Avrich,Canada,2017,TV-MA
s1007,TV Show,BNA,,Japan,2020,TV-14
s1008,Movie,BNK48: Girls Don't Cry,Nawapol Thamrongrattanarit,Thailand,2018,TV-14
s1009,Movie,Bo Burnham: Make Happy,"Bo Burnham, Christopher Storer",United States,2016,TV-MA
s1010,Movie,Bo Burnham: what.,"Bo Burnham, Christopher Storer",United States,2013,TV-MA
s1011,TV Show,Bo on the Go!,,Canada,2007,TV-Y
s1012,Movie,Bob Lazar: Area 51 & Flying Saucers,Jeremy Kenyon Lockyer Corbell,United States,2018,TV-MA
s1013,TV Show,Bob Ross: Beauty Is Everywhere,,,1991,TV-G
s1014,Movie,Bob's Broken Sleigh,Jay Surridge,Canada,2015,TV-G
s1015,Movie,Bobbi Jene,Elvira Lind,"Denmark, Sweden, Israel, United States",2017,TV-MA
s1016,Movie,Bobbleheads The Movie,Kirk Wise,United States,2020,PG
s1017,Movie,Bobby,Raj Kapoor,India,1973,TV-14
s1018,Movie,Bobby Jasoos,Samar Shaikh,India,2014,TV-14
s1019,TV Show,Bobby Kennedy for President,Dawn Porter,,2018,TV-MA
s1020,Movie,Bobby Robson: More Than a Manager,"Gabriel Clarke, Torquil Jones",United Kingdom,2018,TV-14
s1021,Movie,Bobby Sands: 66 Days,Brendan Byrne,"Ireland, United Kingdom",2016,TV-14
s1022,TV Show,Boca Juniors Confidential,,,2018,TV-PG
s1023,Movie,Bodyguard,Siddique,India,2011,TV-14
s1024,Movie,Bogda,Nisheeta Keni,India,2018,TV-PG
s1025,Movie,Boi,Jorge M. Fontana,Spain,2018,TV-MA
s1026,TV Show,BoJack Horseman,,United States,2020,TV-MA
s1027,Movie,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,,United States,2014,TV-MA
s1028,Movie,Bokeh,"Geoffrey Orthwein, Andrew Sullivan","United States, Iceland",2017,TV-14
s1029,TV Show,Bolívar,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo",Colombia,2019,TV-MA
s1030,Movie,Bollywood Calling,Nagesh Kukunoor,India,2001,TV-MA
s1031,Movie,Bolt,"Byron Howard, Chris Williams",United States,2008,PG
s1032,Movie,Bomb Scared,Borja Cobeaga,Spain,2017,TV-MA
s1033,Movie,Bombairiya,Pia Sukanya,"United Arab Emirates, United Kingdom, India",2018,TV-MA
s1034,Movie,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",India,2013,TV-MA
s1035,Movie,Bombshell,Riccardo Pilizzeri,New Zealand,2016,TV-MA
s1036,Movie,Bombshell: The Hedy Lamarr Story,Alexandra Dean,United States,2017,TV-14
s1037,Movie,Bon Bini Holland,Jelle de Jonge,Netherlands,2015,TV-MA
s1038,Movie,Bon Cop Bad Cop 2,Alain Desrochers,Canada,2017,TV-MA
s1039,Movie,"Bon Cop, Bad Cop",Erik Canuel,Canada,2006,TV-MA
s1040,TV Show,Bondi Rescue,,Australia,2016,TV-PG
s1041,TV Show,BONDING,,United States,2019,TV-MA
s1042,Movie,Bonnie and Clyde,Arthur Penn,United States,1967,R
s1043,TV Show,Bonus Family,,Sweden,2019,TV-MA
s1044,TV Show,Booba,,Russia,2019,TV-Y7
s1045,TV Show,Bookmarks,,United States,2020,TV-Y
s1046,Movie,Boom,Kaizad Gustad,India,2003,TV-MA
s1047,TV Show,Border Patrol,,,2016,TV-PG
s1048,TV Show,Border Security: America's Front Line,,Canada,2018,TV-14
s1049,TV Show,Borderline,,United Kingdom,2017,TV-14
s1050,TV Show,Borderliner,,"Norway, Germany, Sweden",2017,TV-MA
s1051,TV Show,Bordertown,,"Finland, France",2019,TV-MA
s1052,TV Show,Borgen,,Denmark,2012,TV-MA
s1053,TV Show,Borges,,Brazil,2018,TV-MA
s1054,Movie,Born Beautiful,Perci Intalan,Philippines,2019,TV-MA
s1055,Movie,Born in Gaza,Hernán Zin,Spain,2014,TV-14
s1056,Movie,Born in Syria,Hernán Zin,"Denmark, Spain",2016,TV-14
s1057,Movie,Born Racer,Bryn Evans,New Zealand,2018,R
s1058,Movie,Born Strong,"Gary Cohen, Ross Hockrow",United States,2017,TV-MA
s1059,Movie,Born to Be Free,Gayane Petrosyan,"United Kingdom, Russia",2016,TV-14
s1060,Movie,Boss,Anthony D'Souza,India,2013,TV-14
s1061,Movie,Bosta,Philippe Aractingi,Lebanon,2005,TV-14
s1062,TV Show,Botched Up Bodies,,United Kingdom,2013,TV-MA
s1063,TV Show,Bottersnikes & Gumbles,,"United States, United Kingdom, Australia",2017,TV-Y7
s1064,Movie,Bottom of the World,Richard Sears,"Canada, United States",2017,TV-MA
s1065,TV Show,Bountiful Blessings,,Singapore,2011,TV-14
s1066,Movie,Boushkash,"Ahmed Yousry, Hazem Fouda",Egypt,2008,TV-MA
s1067,Movie,Boy and the World,Alê Abreu,Brazil,2013,PG
s1068,Movie,Boy Bye,Chris Stokes,United States,2016,TV-MA
s1069,Movie,Boy Missing,Mar Targarona,Spain,2016,TV-MA
s1070,Movie,Boyka: Undisputed,Todor Chapkanov,"Bulgaria, United States",2016,R
s1071,TV Show,Boys Over Flowers,,South Korea,2009,TV-14
s1072,Movie,Brad Paisley's Comedy Rodeo,Jay Chapman,United States,2017,TV-MA
s1073,Movie,Brahman Naman,Qaushiq Mukherjee,"India, United Kingdom",2016,TV-MA
s1074,TV Show,Brain Games,,United States,2016,TV-G
s1075,Movie,Brain on Fire,Gerard Barrett,"United States, Canada, Ireland",2016,PG-13
s1076,TV Show,Brainchild,,,2018,TV-G
s1077,Movie,Brampton's Own,Michael Doneger,United States,2018,TV-MA
s1078,Movie,Bratz: The Movie,Sean McNamara,United States,2007,PG
s1079,Movie,Brave Blue World: Racing to Solve Our Water Crisis,Tim Neeves,"Canada, United Kingdom",2020,TV-PG
s1080,TV Show,Brave Miss World,Cecilia Peck,"United States, Israel, Italy, South Africa",2013,TV-14
s1081,Movie,Brave New Jersey,Jody Lambert,United States,2016,TV-MA
s1082,Movie,Braven,Lin Oeding,Canada,2018,R
s1083,TV Show,Braxton Family Values,,United States,2014,TV-PG
s1084,TV Show,Bread Barbershop,,,2020,TV-Y
s1085,Movie,Break,Marc Fouchard,"France, Belgium",2018,TV-MA
s1086,TV Show,BREAK IT ALL: The History of Rock in Latin America,Picky Talarico,,2020,TV-MA
s1087,Movie,Break Ke Baad,Danish Aslam,India,2010,TV-14
s1088,Movie,Break Up 100,Lawrence Cheng,Hong Kong,2014,TV-14
s1089,TV Show,"Breakfast, Lunch & Dinner",,United States,2019,TV-MA
s1090,TV Show,Breaking Bad,,United States,2013,TV-MA
s1091,Movie,Breaking Free,Sridhar Rangayan,India,2015,TV-MA
s1092,Movie,Breaking the Bank,Vadim Jean,United Kingdom,2014,TV-PG
s1093,TV Show,Breakout,,,2010,TV-14
s1094,Movie,Breath,Simon Baker,Australia,2018,TV-MA
s1095,Movie,Brené Brown: The Call to Courage,Sandra Restrepo,,2019,TV-14
s1096,TV Show,Brews Brothers,,United States,2020,TV-MA
s1097,Movie,Brian Regan: Nunchucks and Flamethrowers,Troy Miller,United States,2017,TV-PG
s1098,Movie,Brick,Rian Johnson,United States,2005,R
s1099,Movie,Bride For Rent,Mae Czarina Cruz,Philippines,2014,TV-PG
s1100,Movie,Bridezilla,Andibachtiar Yusuf,Indonesia,2019,TV-MA
s1101,TV Show,Bridgerton,,United States,2020,TV-MA
s1102,Movie,Bridget Christie: Stand Up for Her,,United Kingdom,2016,TV-MA
s1103,Movie,Bright,David Ayer,United States,2017,TV-MA
s1104,TV Show,Bright: The Music Videos,David Ayer,,2017,TV-MA
s1105,Movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,India,2018,TV-MA
s1106,TV Show,"Bring It On, Ghost",Park Joon-hwa,South Korea,2016,TV-14
s1107,Movie,Bring It On: Worldwide Showdown,Robert Adetuyi,United States,2017,PG-13
s1108,TV Show,Bringing Sexy Back,,,2015,TV-14
s1109,TV Show,Broadchurch,,United Kingdom,2017,TV-MA
s1110,TV Show,Broken,,United States,2019,TV-14
s1111,TV Show,Bromance,,Taiwan,2015,TV-PG
s1112,Movie,Brooklyn's Finest,Antoine Fuqua,United States,2009,R
s1113,Movie,Brother,Julien Abraham,France,2019,TV-MA
s1114,Movie,Brother in Love,Onur Bilgetay,Turkey,2019,TV-MA
s1115,Movie,Brother's Shadow,Todd S. Yellin,United States,2006,TV-MA
s1116,TV Show,Brotherhood,,Brazil,2019,TV-MA
s1117,Movie,Brotherhood of Blades II: The Infernal Battlefield,Lu Yang,China,2017,TV-MA
s1118,Movie,Brothers,Karan Malhotra,"India, United States",2015,TV-14
s1119,TV Show,Brown Nation,,United States,2016,TV-14
s1120,Movie,Bruno and Boots: Go Jump in the Pool,Vivieno Caldinelli,Canada,2016,TV-PG
s1121,Movie,Bruno and Boots: The Wizzle War,Vivieno Caldinelli,Canada,2017,TV-PG
s1122,Movie,Bruno and Boots: This Can't Be Happening at Macdonald Hall,Vivieno Caldinelli,Canada,2017,TV-PG
s1123,Movie,Bucket List,Tejas Prabha Vijay Deoskar,India,2018,TV-14
s1124,Movie,Budapest,Xavier Gens,"France, Belgium",2018,TV-MA
s1125,TV Show,Buddha,,,2013,TV-PG
s1126,TV Show,Buddi,,"United Kingdom, China",2020,TV-Y
s1127,Movie,Buddies,Marcelo Galvão,Brazil,2012,TV-MA
s1128,TV Show,Buddy Thunderstruck,,United States,2017,TV-Y7
s1129,Movie,Buddy Thunderstruck: The Maybe Pile,Harry Chaskin,United States,2017,TV-Y7
s1130,Movie,Budhia Singh: Born to Run,Soumendra Padhi,India,2016,TV-MA
s1131,Movie,Buffalo Boys,Mike Wiluan,"Indonesia, Singapore",2018,TV-MA
s1132,Movie,Bugs,Andreas Johnsen,"Netherlands, Denmark, France, Germany",2016,TV-G
s1133,Movie,Bulbbul,Anvita Dutt,India,2020,TV-MA
s1134,Movie,Bulbul Can Sing,Rima Das,India,2018,TV-14
s1135,Movie,Bullet Head,"Paul Solet, Rick Benattar","Bulgaria, United States",2017,R
s1136,Movie,Bulletproof 2,Don Michael Paul,United States,2020,TV-MA
s1137,Movie,Bullitt County,David McCracken,United States,2018,TV-MA
s1138,Movie,Bully,Lee Hirsch,United States,2012,PG-13
s1139,TV Show,Bumping Mics with Jeff Ross & Dave Attell,,United States,2018,TV-MA
s1140,TV Show,Bunk'd,,United States,2020,TV-G
s1141,TV Show,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",,,2017,TV-PG
s1142,Movie,Burlesque,Steve Antin,United States,2010,PG-13
s1143,Movie,Burlesque: Heart of the Glitter Tribe,Jon Manning,United States,2017,TV-MA
s1144,Movie,Burn Out,Yann Gozlan,"France, Belgium",2017,TV-MA
s1145,TV Show,Burned Cocoon,,Turkey,2005,TV-MA
s1146,Movie,Burning,Lee Chang-dong,"South Korea, Japan",2018,TV-MA
s1147,Movie,Burning Cane,Phillip Youmans,United States,2019,TV-MA
s1148,Movie,Burning Sands,Gerard McMurray,United States,2017,TV-MA
s1149,TV Show,Burnistoun,,United Kingdom,2012,TV-MA
